date,day_of_week,time_of_day,is_holiday,person_condition,at_home,guests_present,mood,temperature,light_level,bedroom_light,living_room_light,bathroom_light,kitchen_light,ac_temp,tv_status,music_player_status,water_heater_status,smart_locks,security_cameras,security_system,watch_tv,play_music,music_type
2022-12-23,Friday,evening,0,sleeping,1,0,peaceful,16.5,111,9,0,0,0,26,0,0,0,1,1,1,0,0,Ambient
2022-12-23,Friday,night,0,sleeping,1,0,peaceful,12.5,82,7,0,0,0,25,0,0,0,1,1,1,0,0,Ambient
2022-12-24,Saturday,morning,1,at_home,1,0,stressed,13.7,428,0,0,62,77,26,0,0,1,0,1,1,0,0,Jazz
2022-12-24,Saturday,afternoon,1,out,0,0,energetic,21.6,526,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2022-12-24,Saturday,evening,1,at_home,1,0,happy,14.9,155,0,38,0,75,25,1,0,1,0,1,1,1,0,Electronic
2022-12-24,Saturday,night,1,awake,0,0,tired,11.0,129,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2022-12-25,Sunday,morning,1,at_home,1,0,calm,14.7,380,0,0,92,0,26,0,0,1,0,1,1,0,0,Pop
2022-12-25,Sunday,afternoon,1,out,0,0,tired,19.4,541,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2022-12-25,Sunday,evening,1,out,0,0,stressed,16.5,148,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2022-12-25,Sunday,night,1,sleeping,1,0,peaceful,10.1,104,6,0,0,0,23,0,0,0,1,1,1,0,0,Hip Hop
2022-12-26,Monday,morning,0,at_work,0,0,tired,17.5,308,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2022-12-26,Monday,afternoon,0,at_home,1,0,calm,22.3,609,0,0,100,0,0,0,0,1,0,1,1,0,0,Hip Hop
2022-12-26,Monday,evening,0,out,0,0,stressed,16.3,214,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2022-12-26,Monday,night,0,sleeping,1,0,peaceful,14.0,149,0,0,0,0,23,0,0,0,1,1,1,0,0,Hip Hop
2022-12-27,Tuesday,morning,0,at_work,0,0,tired,12.4,389,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2022-12-27,Tuesday,afternoon,0,at_work,0,0,focused,17.7,778,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2022-12-27,Tuesday,evening,0,sleeping,1,0,peaceful,18.5,188,5,0,0,0,26,0,0,0,1,1,1,0,0,Ambient
2022-12-27,Tuesday,night,0,sleeping,1,0,peaceful,10.5,117,1,0,0,0,25,0,0,0,1,1,1,0,0,Classical
2022-12-28,Wednesday,morning,0,at_work,0,0,tired,12.8,252,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2022-12-28,Wednesday,afternoon,0,at_work,0,0,energetic,22.4,593,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2022-12-28,Wednesday,evening,0,at_home,1,0,tired,18.0,116,0,55,0,0,23,1,0,0,1,1,1,1,0,Rock
2022-12-28,Wednesday,night,0,awake,0,0,happy,13.5,104,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2022-12-29,Thursday,morning,0,sleeping,1,0,peaceful,16.4,389,0,0,0,0,26,0,0,0,1,1,1,0,0,Hip Hop
2022-12-29,Thursday,afternoon,0,at_work,0,0,stressed,19.9,618,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2022-12-29,Thursday,evening,0,at_home,1,1,calm,15.7,177,0,57,0,79,24,1,1,1,0,1,1,1,1,Country
2022-12-29,Thursday,night,0,sleeping,1,0,peaceful,13.7,93,4,0,0,0,25,0,0,0,1,1,1,0,0,Classical
2022-12-30,Friday,morning,0,at_work,0,0,stressed,17.5,359,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2022-12-30,Friday,afternoon,0,at_home,1,1,happy,19.1,752,0,32,0,92,24,1,1,1,0,1,1,1,1,Hip Hop
2022-12-30,Friday,evening,0,out,0,0,happy,18.9,112,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2022-12-30,Friday,night,0,sleeping,1,0,peaceful,12.2,118,7,0,0,0,24,0,0,0,1,1,1,0,0,Pop
2022-12-31,Saturday,morning,1,out,0,0,tired,13.9,478,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2022-12-31,Saturday,afternoon,1,out,0,0,energetic,19.4,556,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2022-12-31,Saturday,evening,1,at_home,1,0,happy,14.2,248,0,47,0,0,25,1,0,1,0,1,1,1,0,Country
2022-12-31,Saturday,night,1,sleeping,1,0,peaceful,13.7,95,0,0,0,0,26,0,0,0,1,1,1,0,0,Hip Hop
2023-01-01,Sunday,morning,1,at_home,1,1,energetic,14.2,226,0,0,88,73,26,0,1,1,0,1,1,0,1,Hip Hop
2023-01-01,Sunday,afternoon,1,at_home,1,0,energetic,18.2,471,0,0,0,89,24,0,1,1,0,1,1,0,1,Electronic
2023-01-01,Sunday,evening,1,at_home,1,0,happy,13.3,134,0,42,0,0,24,1,1,1,1,1,1,1,1,Classical
2023-01-01,Sunday,night,1,sleeping,1,0,peaceful,11.8,124,1,0,0,0,23,0,0,0,1,1,1,0,0,Jazz
2023-01-02,Monday,morning,0,at_work,0,0,tired,17.7,466,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2023-01-02,Monday,afternoon,0,at_home,1,0,stressed,21.3,508,0,0,85,0,0,0,0,0,1,1,1,0,0,Pop
2023-01-02,Monday,evening,0,sleeping,1,0,peaceful,16.6,291,4,0,0,0,24,0,0,0,1,1,1,0,0,Hip Hop
2023-01-02,Monday,night,0,out,0,0,calm,10.8,113,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2023-01-03,Tuesday,morning,0,at_work,0,0,stressed,15.0,223,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2023-01-03,Tuesday,afternoon,0,out,0,0,calm,19.8,774,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2023-01-03,Tuesday,evening,0,out,0,0,calm,13.2,252,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2023-01-03,Tuesday,night,0,sleeping,1,0,peaceful,11.1,60,5,0,0,0,23,0,0,0,1,1,1,0,0,Pop
2023-01-04,Wednesday,morning,1,at_home,1,0,stressed,15.5,291,0,0,72,0,26,0,0,1,0,1,1,0,0,Pop
2023-01-04,Wednesday,afternoon,1,at_home,1,0,energetic,17.5,475,0,0,0,83,25,0,0,1,1,1,1,0,0,Classical
2023-01-04,Wednesday,evening,1,out,0,0,happy,17.0,211,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2023-01-04,Wednesday,night,1,awake,0,0,tired,12.9,98,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2023-01-05,Thursday,morning,0,at_work,0,0,focused,14.2,202,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2023-01-05,Thursday,afternoon,0,at_work,0,0,energetic,17.6,526,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2023-01-05,Thursday,evening,0,out,0,0,tired,15.5,193,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2023-01-05,Thursday,night,0,sleeping,1,0,peaceful,11.8,84,9,0,0,0,23,0,0,0,1,1,1,0,0,Hip Hop
2023-01-06,Friday,morning,0,at_work,0,0,tired,13.1,373,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2023-01-06,Friday,afternoon,0,at_work,0,0,energetic,20.0,667,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2023-01-06,Friday,evening,0,at_home,1,0,stressed,17.6,137,0,54,85,81,23,1,0,1,0,1,1,1,0,Electronic
2023-01-06,Friday,night,0,sleeping,1,0,peaceful,14.2,64,4,0,0,0,23,0,0,0,1,1,1,0,0,Country
2023-01-07,Saturday,morning,1,at_home,1,0,energetic,18.0,398,0,0,0,74,23,0,0,0,0,1,1,0,0,Country
2023-01-07,Saturday,afternoon,1,out,0,0,tired,22.4,503,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2023-01-07,Saturday,evening,1,at_home,1,0,calm,15.5,282,0,0,0,88,26,0,0,1,0,1,1,0,0,Ambient
2023-01-07,Saturday,night,1,awake,0,0,stressed,12.4,101,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2023-01-08,Sunday,morning,1,at_home,1,0,energetic,14.1,477,0,0,63,0,24,0,0,0,0,1,1,0,0,Rock
2023-01-08,Sunday,afternoon,1,out,0,0,happy,19.0,607,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2023-01-08,Sunday,evening,1,out,0,0,energetic,14.1,264,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2023-01-08,Sunday,night,1,sleeping,1,0,peaceful,10.9,82,0,0,0,0,26,0,0,0,1,1,1,0,0,Classical
2023-01-09,Monday,morning,0,at_work,0,0,focused,15.5,366,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2023-01-09,Monday,afternoon,0,at_work,0,0,focused,22.4,422,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2023-01-09,Monday,evening,0,sleeping,1,0,peaceful,17.8,246,9,0,0,0,25,0,0,0,1,1,1,0,0,Hip Hop
2023-01-09,Monday,night,0,awake,0,0,stressed,14.1,144,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2023-01-10,Tuesday,morning,0,at_work,0,0,focused,16.9,267,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2023-01-10,Tuesday,afternoon,0,at_work,0,0,tired,21.7,429,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2023-01-10,Tuesday,evening,0,at_home,1,0,stressed,17.6,224,0,54,0,0,25,1,0,1,1,1,1,1,0,Ambient
2023-01-10,Tuesday,night,0,sleeping,1,0,peaceful,10.9,148,3,0,0,0,25,0,0,0,1,1,1,0,0,Ambient
2023-01-11,Wednesday,morning,0,at_work,0,0,tired,15.3,484,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2023-01-11,Wednesday,afternoon,0,out,0,0,stressed,19.5,699,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2023-01-11,Wednesday,evening,0,out,0,0,energetic,14.3,144,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2023-01-11,Wednesday,night,0,sleeping,1,0,peaceful,12.6,94,9,0,0,0,25,0,0,0,1,1,1,0,0,Classical
2023-01-12,Thursday,morning,0,at_work,0,0,focused,13.5,335,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2023-01-12,Thursday,afternoon,0,at_work,0,0,energetic,17.0,551,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2023-01-12,Thursday,evening,0,out,0,0,tired,13.5,189,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2023-01-12,Thursday,night,0,sleeping,1,0,peaceful,10.2,70,10,0,0,0,26,0,0,0,1,1,1,0,0,Rock
2023-01-13,Friday,morning,0,at_work,0,0,stressed,12.6,354,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2023-01-13,Friday,afternoon,0,at_work,0,0,tired,21.4,496,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2023-01-13,Friday,evening,0,at_home,1,0,happy,17.0,239,0,50,0,0,24,1,1,1,1,1,1,1,1,Rock
2023-01-13,Friday,night,0,sleeping,1,0,peaceful,13.1,141,3,0,0,0,23,0,0,0,1,1,1,0,0,Electronic
2023-01-14,Saturday,morning,1,at_home,1,0,calm,14.5,393,0,0,0,0,26,0,1,0,0,1,1,0,1,Country
2023-01-14,Saturday,afternoon,1,at_home,1,0,happy,19.2,556,0,0,0,79,24,0,1,1,0,1,1,0,1,Electronic
2023-01-14,Saturday,evening,1,at_home,1,0,stressed,18.4,282,0,37,0,79,26,1,0,1,0,1,1,1,0,Ambient
2023-01-14,Saturday,night,1,awake,0,0,energetic,14.0,130,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2023-01-15,Sunday,morning,1,at_home,1,0,happy,16.8,230,0,0,76,71,24,0,0,0,1,1,1,0,0,Hip Hop
2023-01-15,Sunday,afternoon,1,out,0,0,calm,21.1,714,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2023-01-15,Sunday,evening,1,sleeping,1,0,peaceful,17.4,110,3,0,0,0,23,0,0,0,1,1,1,0,0,Hip Hop
2023-01-15,Sunday,night,1,awake,0,0,energetic,11.3,110,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2023-01-16,Monday,morning,0,getting_ready,1,0,energetic,13.3,230,78,0,0,0,25,0,0,1,0,1,1,0,0,Jazz
2023-01-16,Monday,afternoon,0,at_work,0,0,focused,19.0,598,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2023-01-16,Monday,evening,0,out,0,0,energetic,14.5,266,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2023-01-16,Monday,night,0,sleeping,1,0,peaceful,10.2,73,8,0,0,0,24,0,0,0,1,1,1,0,0,Pop
2023-01-17,Tuesday,morning,0,at_work,0,0,tired,15.8,335,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2023-01-17,Tuesday,afternoon,0,at_home,1,0,calm,22.3,634,0,0,0,0,0,0,0,1,1,1,1,0,0,Rock
2023-01-17,Tuesday,evening,0,out,0,0,calm,18.9,259,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2023-01-17,Tuesday,night,0,sleeping,1,0,peaceful,14.5,137,9,0,0,0,26,0,0,0,1,1,1,0,0,Jazz
2023-01-18,Wednesday,morning,1,at_home,1,0,calm,14.8,240,0,0,0,94,23,0,1,1,0,1,1,0,1,Jazz
2023-01-18,Wednesday,afternoon,1,out,0,0,calm,22.6,444,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2023-01-18,Wednesday,evening,1,sleeping,1,0,peaceful,15.1,159,8,0,0,0,25,0,0,0,1,1,1,0,0,Jazz
2023-01-18,Wednesday,night,1,awake,0,0,happy,12.0,138,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2023-01-19,Thursday,morning,0,at_work,0,0,energetic,14.1,277,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2023-01-19,Thursday,afternoon,0,at_work,0,0,stressed,20.4,622,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2023-01-19,Thursday,evening,0,out,0,0,tired,17.4,208,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2023-01-19,Thursday,night,0,sleeping,1,0,peaceful,13.9,144,5,0,0,0,25,0,0,0,1,1,1,0,0,Rock
2023-01-20,Friday,morning,0,at_work,0,0,energetic,16.1,380,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2023-01-20,Friday,afternoon,0,at_work,0,0,stressed,18.1,620,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2023-01-20,Friday,evening,0,at_home,1,0,energetic,17.6,148,0,60,80,0,24,1,1,0,1,1,1,1,1,Rock
2023-01-20,Friday,night,0,sleeping,1,0,peaceful,10.5,115,1,0,0,0,25,0,0,0,1,1,1,0,0,Rock
2023-01-21,Saturday,morning,1,out,0,0,tired,15.7,417,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2023-01-21,Saturday,afternoon,1,at_home,1,1,calm,19.8,682,0,35,93,0,25,1,1,1,0,1,1,1,1,Rock
2023-01-21,Saturday,evening,1,at_home,1,0,calm,13.8,120,0,56,0,0,25,1,0,1,0,1,1,1,0,Classical
2023-01-21,Saturday,night,1,sleeping,1,0,peaceful,10.4,147,2,0,0,0,26,0,0,0,1,1,1,0,0,Jazz
2023-01-22,Sunday,morning,1,at_home,1,0,happy,15.6,249,0,0,64,81,24,0,0,0,0,1,1,0,0,Hip Hop
2023-01-22,Sunday,afternoon,1,at_home,1,1,tired,20.7,458,0,0,0,74,0,0,0,1,0,1,1,0,0,Jazz
2023-01-22,Sunday,evening,1,out,0,0,tired,15.5,257,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2023-01-22,Sunday,night,1,sleeping,1,0,peaceful,10.2,57,5,0,0,0,24,0,0,0,1,1,1,0,0,Ambient
2023-01-23,Monday,morning,1,at_home,1,0,happy,13.0,226,0,0,63,0,24,0,1,1,0,1,1,0,1,Country
2023-01-23,Monday,afternoon,1,at_home,1,0,tired,22.5,512,0,0,0,0,0,0,0,1,0,1,1,0,0,Country
2023-01-23,Monday,evening,1,sleeping,1,0,peaceful,17.6,237,0,0,0,0,26,0,0,0,1,1,1,0,0,Hip Hop
2023-01-23,Monday,night,1,sleeping,1,0,peaceful,13.1,120,0,0,0,0,23,0,0,0,1,1,1,0,0,Pop
2023-01-24,Tuesday,morning,0,sleeping,1,0,peaceful,12.5,435,3,0,0,0,23,0,0,0,1,1,1,0,0,Country
2023-01-24,Tuesday,afternoon,0,out,0,0,stressed,17.8,539,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2023-01-24,Tuesday,evening,0,sleeping,1,0,peaceful,15.9,235,8,0,0,0,25,0,0,0,1,1,1,0,0,Electronic
2023-01-24,Tuesday,night,0,awake,0,0,happy,12.9,92,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2023-01-25,Wednesday,morning,0,sleeping,1,0,peaceful,14.3,431,4,0,0,0,26,0,0,0,1,1,1,0,0,Jazz
2023-01-25,Wednesday,afternoon,0,at_work,0,0,tired,19.8,752,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2023-01-25,Wednesday,evening,0,at_home,1,0,stressed,13.0,108,0,37,0,87,24,1,0,1,0,1,1,1,0,Ambient
2023-01-25,Wednesday,night,0,sleeping,1,0,peaceful,11.5,95,5,0,0,0,25,0,0,0,1,1,1,0,0,Country
2023-01-26,Thursday,morning,0,getting_ready,1,0,tired,17.4,435,95,0,0,0,24,0,0,1,1,1,1,0,0,Jazz
2023-01-26,Thursday,afternoon,0,at_work,0,0,stressed,22.1,497,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2023-01-26,Thursday,evening,0,at_home,1,0,calm,18.8,121,0,43,76,0,23,1,1,1,1,1,1,1,1,Hip Hop
2023-01-26,Thursday,night,0,sleeping,1,0,peaceful,12.3,92,0,0,0,0,25,0,0,0,1,1,1,0,0,Pop
2023-01-27,Friday,morning,0,at_work,0,0,focused,16.0,485,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2023-01-27,Friday,afternoon,0,at_home,1,0,energetic,19.7,503,0,49,0,84,24,1,0,0,0,1,1,1,0,Classical
2023-01-27,Friday,evening,0,out,0,0,energetic,16.4,269,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2023-01-27,Friday,night,0,sleeping,1,0,peaceful,14.9,103,7,0,0,0,26,0,0,0,1,1,1,0,0,Country
2023-01-28,Saturday,morning,1,at_home,1,1,calm,16.4,380,0,0,76,80,23,0,0,1,1,1,1,0,0,Pop
2023-01-28,Saturday,afternoon,1,at_home,1,0,tired,18.1,500,0,51,0,97,26,1,0,1,1,1,1,1,0,Hip Hop
2023-01-28,Saturday,evening,1,out,0,0,happy,18.0,155,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2023-01-28,Saturday,night,1,awake,0,0,calm,14.1,119,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2023-01-29,Sunday,morning,1,at_home,1,0,energetic,15.5,389,0,0,91,0,25,0,1,1,0,1,1,0,1,Ambient
2023-01-29,Sunday,afternoon,1,out,0,0,stressed,17.9,443,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2023-01-29,Sunday,evening,1,at_home,1,0,calm,13.9,263,0,35,71,0,23,1,0,1,0,1,1,1,0,Rock
2023-01-29,Sunday,night,1,out,0,0,happy,14.0,120,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2023-01-30,Monday,morning,0,at_work,0,0,stressed,17.0,318,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2023-01-30,Monday,afternoon,0,out,0,0,energetic,20.5,675,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2023-01-30,Monday,evening,0,out,0,0,energetic,15.2,158,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2023-01-30,Monday,night,0,sleeping,1,0,peaceful,12.1,144,10,0,0,0,26,0,0,0,1,1,1,0,0,Country
2023-01-31,Tuesday,morning,0,sleeping,1,0,peaceful,16.0,361,4,0,0,0,25,0,0,0,1,1,1,0,0,Rock
2023-01-31,Tuesday,afternoon,0,at_work,0,0,tired,18.0,646,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2023-01-31,Tuesday,evening,0,at_home,1,0,energetic,17.2,293,0,0,0,77,25,0,0,0,0,1,1,0,0,Pop
2023-01-31,Tuesday,night,0,sleeping,1,0,peaceful,11.9,137,0,0,0,0,23,0,0,0,1,1,1,0,0,Hip Hop
2023-02-01,Wednesday,morning,1,out,0,0,calm,13.8,289,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2023-02-01,Wednesday,afternoon,1,at_home,1,0,energetic,19.0,725,0,0,0,0,24,0,1,0,0,1,1,0,1,Classical
2023-02-01,Wednesday,evening,1,out,0,0,energetic,15.3,199,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2023-02-01,Wednesday,night,1,sleeping,1,0,peaceful,10.3,92,10,0,0,0,24,0,0,0,1,1,1,0,0,Jazz
2023-02-02,Thursday,morning,0,getting_ready,1,0,calm,13.6,348,63,0,0,0,25,0,0,1,0,1,1,0,0,Hip Hop
2023-02-02,Thursday,afternoon,0,at_work,0,0,stressed,18.7,757,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2023-02-02,Thursday,evening,0,at_home,1,0,stressed,14.2,265,0,30,99,88,23,1,0,1,1,1,1,1,0,Jazz
2023-02-02,Thursday,night,0,sleeping,1,0,peaceful,12.8,147,0,0,0,0,25,0,0,0,1,1,1,0,0,Classical
2023-02-03,Friday,morning,0,at_work,0,0,focused,17.0,413,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2023-02-03,Friday,afternoon,0,at_home,1,0,stressed,21.7,739,0,0,0,90,0,0,0,1,0,1,1,0,0,Rock
2023-02-03,Friday,evening,0,at_home,1,1,happy,18.3,292,0,53,79,0,25,1,1,1,0,1,1,1,1,Ambient
2023-02-03,Friday,night,0,sleeping,1,0,peaceful,11.2,98,9,0,0,0,23,0,0,0,1,1,1,0,0,Hip Hop
2023-02-04,Saturday,morning,1,at_home,1,0,energetic,13.1,395,0,0,92,95,24,0,0,1,0,1,1,0,0,Rock
2023-02-04,Saturday,afternoon,1,out,0,0,energetic,19.1,480,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2023-02-04,Saturday,evening,1,at_home,1,0,calm,13.0,100,0,0,0,98,24,0,1,1,1,1,1,0,1,Hip Hop
2023-02-04,Saturday,night,1,out,0,0,energetic,10.7,133,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2023-02-05,Sunday,morning,1,out,0,0,calm,14.6,264,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2023-02-05,Sunday,afternoon,1,out,0,0,stressed,19.5,525,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2023-02-05,Sunday,evening,1,sleeping,1,0,peaceful,14.5,184,3,0,0,0,25,0,0,0,1,1,1,0,0,Country
2023-02-05,Sunday,night,1,sleeping,1,0,peaceful,10.0,52,2,0,0,0,25,0,0,0,1,1,1,0,0,Electronic
2023-02-06,Monday,morning,0,at_work,0,0,tired,14.6,334,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2023-02-06,Monday,afternoon,0,at_work,0,0,tired,22.7,405,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2023-02-06,Monday,evening,0,at_home,1,0,calm,18.3,276,0,0,0,0,25,0,0,0,0,1,1,0,0,Electronic
2023-02-06,Monday,night,0,awake,0,0,energetic,11.3,140,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2023-02-07,Tuesday,morning,0,at_work,0,0,tired,17.5,470,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2023-02-07,Tuesday,afternoon,0,at_work,0,0,energetic,19.8,729,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2023-02-07,Tuesday,evening,0,out,0,0,happy,18.5,181,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2023-02-07,Tuesday,night,0,sleeping,1,0,peaceful,14.3,139,0,0,0,0,25,0,0,0,1,1,1,0,0,Country
2023-02-08,Wednesday,morning,0,at_work,0,0,tired,12.3,261,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2023-02-08,Wednesday,afternoon,0,at_work,0,0,tired,20.5,643,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2023-02-08,Wednesday,evening,0,at_home,1,1,stressed,14.0,123,0,0,0,74,25,0,0,1,0,1,1,0,0,Rock
2023-02-08,Wednesday,night,0,sleeping,1,0,peaceful,10.8,71,4,0,0,0,25,0,0,0,1,1,1,0,0,Country
2023-02-09,Thursday,morning,0,at_work,0,0,stressed,18.0,491,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2023-02-09,Thursday,afternoon,0,at_home,1,1,calm,21.5,420,0,0,94,0,0,0,0,1,1,1,1,0,0,Ambient
2023-02-09,Thursday,evening,0,out,0,0,calm,14.5,288,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2023-02-09,Thursday,night,0,awake,0,0,happy,13.1,91,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2023-02-10,Friday,morning,0,getting_ready,1,0,tired,15.2,220,91,0,71,87,25,0,0,1,0,1,1,0,0,Electronic
2023-02-10,Friday,afternoon,0,at_work,0,0,stressed,17.6,423,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2023-02-10,Friday,evening,0,out,0,0,calm,15.3,203,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2023-02-10,Friday,night,0,sleeping,1,0,peaceful,14.9,98,8,0,0,0,25,0,0,0,1,1,1,0,0,Rock
2023-02-11,Saturday,morning,1,at_home,1,0,calm,12.4,488,0,0,92,0,24,0,0,1,1,1,1,0,0,Electronic
2023-02-11,Saturday,afternoon,1,at_home,1,0,stressed,21.4,654,0,0,0,73,0,0,0,1,0,1,1,0,0,Country
2023-02-11,Saturday,evening,1,at_home,1,1,stressed,14.7,208,0,46,69,0,25,1,0,1,1,1,1,1,0,Jazz
2023-02-11,Saturday,night,1,sleeping,1,0,peaceful,11.0,96,4,0,0,0,25,0,0,0,1,1,1,0,0,Ambient
2023-02-12,Sunday,morning,1,out,0,0,energetic,17.1,236,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2023-02-12,Sunday,afternoon,1,at_home,1,1,stressed,18.5,544,0,0,0,0,23,0,0,1,0,1,1,0,0,Classical
2023-02-12,Sunday,evening,1,at_home,1,0,tired,17.4,247,0,42,0,80,26,1,0,0,0,1,1,1,0,Ambient
2023-02-12,Sunday,night,1,sleeping,1,0,peaceful,14.7,150,7,0,0,0,26,0,0,0,1,1,1,0,0,Electronic
2023-02-13,Monday,morning,0,at_work,0,0,tired,14.8,275,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2023-02-13,Monday,afternoon,0,out,0,0,energetic,18.1,785,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2023-02-13,Monday,evening,0,sleeping,1,0,peaceful,16.3,238,3,0,0,0,25,0,0,0,1,1,1,0,0,Electronic
2023-02-13,Monday,night,0,sleeping,1,0,peaceful,13.8,71,10,0,0,0,24,0,0,0,1,1,1,0,0,Rock
2023-02-14,Tuesday,morning,0,at_work,0,0,stressed,17.2,322,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
2023-02-14,Tuesday,afternoon,0,at_work,0,0,focused,22.2,700,0,0,0,0,0,0,0,0,1,1,1,0,0,NONE
